monotonic_s,elapsed_s,wall_time_iso,event,mocap_valid,mocap_x,mocap_y,mocap_z,state_est_x,state_est_y,state_est_z,stabilizer_roll,stabilizer_pitch,range_z_m,target_x,target_y,target_z,box_min_x,box_max_x,mocap_stamp_s,box1_raw_x,box1_raw_y,box1_raw_z,box2_raw_x,box2_raw_y,box2_raw_z,box1_cf_x,box2_cf_x,dynamic_x_min_mm,dynamic_x_max_mm,constraint_active,manual_constraints,fpga_u1_16,fpga_u2_16,fpga_u3_16,fpga_u4_16,command
1779490422.944093,0.002249,2026-05-22T18:53:42.944,command,1,0.231437,0.373769,0.300000,0.245389,0.384403,0.303201,-0.318258,0.797409,0.000000,0.231437,0.373769,0.300000,,,,,,,,,,,,0,0,0,0,16496,21873,16983,21994,start_traj
1779490422.951419,0.009575,2026-05-22T18:53:42.951,sample,1,0.249149,0.385122,0.303633,0.245389,0.384403,0.303201,-0.318258,0.797409,0.000000,0.231437,0.373769,0.300000,,,1779490422.950612307,,,,,,,,,0,0,0,0,16496,21873,16983,21994,start_traj
1779490422.961973,0.020129,2026-05-22T18:53:42.961,sample,1,0.249166,0.385125,0.303664,0.245389,0.384403,0.303201,-0.318258,0.797409,0.000000,0.231437,0.373769,0.300000,,,1779490422.958015680,,,,,,,,,0,0,0,0,16496,21873,16983,21994,start_traj
1779490422.972528,0.030685,2026-05-22T18:53:42.972,sample,1,0.249142,0.385178,0.303675,0.245389,0.384403,0.303201,-0.318258,0.797409,0.000000,0.231437,0.373769,0.300000,,,1779490422.966540575,,,,,,,,,0,0,0,0,16496,21873,16983,21994,start_traj
1779490422.983079,0.041235,2026-05-22T18:53:42.983,sample,1,0.249084,0.385235,0.303674,0.245389,0.384403,0.303201,-0.318258,0.797409,0.000000,0.231437,0.373769,0.300000,,,1779490422.975132465,,,,,,,,,0,0,0,0,16496,21873,16983,21994,start_traj
1779490422.993663,0.051819,2026-05-22T18:53:42.993,sample,1,0.249072,0.385330,0.303680,0.245389,0.384403,0.303201,-0.318258,0.797409,0.000000,0.231437,0.373769,0.300000,,,1779490422.991857767,,,,,,,,,0,0,0,0,16496,21873,16983,21994,start_traj
1779490423.004215,0.062371,2026-05-22T18:53:43.004,sample,1,0.249018,0.385365,0.303674,0.245389,0.384403,0.303201,-0.318258,0.797409,0.000000,0.231437,0.373769,0.300000,,,1779490423.000274181,,,,,,,,,0,0,0,0,16496,21873,16983,21994,start_traj
1779490423.014742,0.072899,2026-05-22T18:53:43.014,sample,1,0.248988,0.385408,0.303663,0.245389,0.384403,0.303201,-0.318258,0.797409,0.000000,0.231437,0.373769,0.300000,,,1779490423.011162996,,,,,,,,,0,0,0,0,16496,21873,16983,21994,start_traj
1779490423.025346,0.083503,2026-05-22T18:53:43.025,sample,1,0.248905,0.385562,0.303619,0.245389,0.384403,0.303201,-0.318258,0.797409,0.000000,0.231437,0.373769,0.300000,,,1779490423.025079250,,,,,,,,,0,0,0,0,16496,21873,16983,21994,start_traj
1779490423.036022,0.094178,2026-05-22T18:53:43.036,sample,1,0.248855,0.385571,0.303610,0.245389,0.384403,0.303201,-0.318258,0.797409,0.000000,0.231437,0.373769,0.300000,,,1779490423.033068657,,,,,,,,,0,0,0,0,16496,21873,16983,21994,start_traj
